section,question,source,tag_lv0,tag_lv1,tag_plus,cnt_chosen,avg_res_time
spare,"While working on a data set, how do you select important variables? Explain your methods.",bank,Data Science,technical,need_to_modify,0,2
spare,What is the difference between covariance and correlation?,bank,Data Science,technical,need_to_modify,0,2
spare,"Is it possible capture the correlation between continuous and categorical variable? If yes, how?",bank,Data Science,technical,need_to_modify,0,2
spare,"Both being tree based algorithm, how is random forest different from Gradient boosting algorithm (GBM)?",bank,Data Science,technical,need_to_modify,0,2
spare,Running a binary classification tree algorithm is the easy part. Do you know how does a tree splitting takes place i.e. how does the tree decide which variable to split at the root node and succeeding nodes?,bank,Data Science,technical,need_to_modify,0,2
spare,"You've built a random forest model with 10000 trees. You got delighted after getting training error as 0.00. But, the validation error is 34.23. What is going on? Haven't you trained your model perfectly?",bank,Data Science,technical,need_to_modify,0,2
spare,You've got a data set to work having p (no. of variable) > n (no. of observation). Why is OLS as bad option to work with? Which techniques would be best to use? Why?,bank,Data Science,technical,need_to_modify,0,2
spare,"We know that one hot encoding increasing the dimensionality of a data set. But, label encoding doesn't. How ?",bank,Data Science,technical,need_to_modify,0,2
spare,What cross validation technique would you use on time series data set? Is it k-fold or LOOCV?,bank,Data Science,technical,need_to_modify,0,2
spare,"You are given a data set consisting of variables having more than 30% missing values? Let's say, out of 50 variables, 8 variables have missing values higher than 30%. How will you deal with them?",bank,Data Science,technical,need_to_modify,0,2
spare,What do you understand by Type I vs Type II error ?,bank,Data Science,technical,need_to_modify,0,2
spare,You're about to get on a plane to Seattle. You want to know if you should bring an umbrella. You call 3 random friends of yours who live there and ask each independently if it's raining. Each of your friends has a 2/3 chance of telling you the truth and a 1/3 chance of messing with you by lying. All 3 friends tell you that ?œYes??it is raining. What is the probability that it's actually raining in Seattle?,bank,Data Science,technical,need_to_modify,0,2
spare,"You have been asked to evaluate a regression model based on R-squared, adjusted R-squared and tolerance. What will be your criteria?",bank,Data Science,technical,need_to_modify,0,2
spare,"In k-means or kNN, we use euclidean distance to calculate the distance between nearest neighbors. Why not manhattan distance ?",bank,Data Science,technical,need_to_modify,0,2
spare,Explain machine learning to me like a 5 year old.,bank,Data Science,technical,need_to_modify,0,2
spare,I know that a linear regression model is generally evaluated using Adjusted R-squared or F value. How would you evaluate a logistic regression model?,bank,Data Science,technical,need_to_modify,0,2
spare,"Considering the long list of machine learning algorithm, given a data set, how do you decide which one to use?",bank,Data Science,technical,need_to_modify,0,2
spare,Do you suggest that treating a categorical variable as continuous variable would result in a better predictive model?,bank,Data Science,technical,need_to_modify,0,2
spare,When does regularization becomes necessary in Machine Learning?,bank,Data Science,technical,need_to_modify,0,2
spare,What do you understand by Bias Variance trade off?,bank,Data Science,technical,need_to_modify,0,2
spare,OLS is to linear regression. Maximum likelihood is to logistic regression. Explain the statement.,bank,Data Science,technical,need_to_modify,0,2
spare,What do you like most about working in Data Scientists?,bank,Data Science,general,need_to_modify,0,2
spare,"What do you see as a major event, trend or change that will change DS in the next five years?",bank,Data Science,general,need_to_modify,0,2
spare,Who is your mentor in the Data Science field?,bank,Data Science,general,need_to_modify,0,2
spare,What subjects interested you the most during your college days?,bank,All Positions,general,need_to_modify,0,2
spare,Why do you want to work for our company?,bank,All Positions,general,need_to_modify,0,2
spare,Can you describe your management style?,bank,All Positions,general,need_to_modify,0,2
spare,"Have you dealt with an unethical situation in your previous roles? If you have, share an example.",bank,All Positions,general,need_to_modify,0,2
spare,"Have you handled or led a team comprised of workers from different backgrounds? If you have, can you share your experience with us?",bank,All Positions,general,need_to_modify,0,2
spare,How do you win the cooperation of members of a team you are leading?,bank,All Positions,general,need_to_modify,0,2
spare,What is the difference between a group and a team? Do you consider yourself a team player?,bank,All Positions,general,need_to_modify,0,2
spare,What experience do you have with cost reduction efforts?,bank,All Positions,general,need_to_modify,0,2
spare,Do you think there is a link between company culture and performance/output? Why or why not?,bank,All Positions,general,need_to_modify,0,2
spare,Have you ever had to handle a situation where someone or a group of people were insensitive to another employee's race/religion/culture/background? How did you handle the situation? Would you handle it the same today or differently?,bank,All Positions,general,need_to_modify,0,2
spare,How do you motivate yourself when faced with repetitive or tedious tasks?,bank,All Positions,general,need_to_modify,0,2
spare,What makes you qualified for this position?,bank,All Positions,general,need_to_modify,0,2
spare,What is your greatest strength as a leader?,bank, All Positions,general,need_to_modify,0,2
spare,What is your approach to giving feedback?,bank,All Positions,general,need_to_modify,0,2
spare,How would you define success in this role?,bank,All Positions,general,need_to_modify,0,2
spare,What are some strategies you use to meet deadlines?,bank,All Positions,general,need_to_modify,0,2
spare,How do you handle conflict in the workplace?,bank,All Positions,general,need_to_modify,0,2
spare,Do you consider yourself capable of leading a team?,bank,All Positions,general,need_to_modify,0,2
spare,What's the normal distribution? Why do we care about it?,bank,Data Science,technical,need_to_modify,0,2
spare,What software would you use to make your role effective?,bank,All Positions,general,need_to_modify,0,2
spare,How do you describe your management style?,bank,All Positions,general,need_to_modify,0,2
spare,What software or tools do you believe best help with your role?,bank,All Positions,general,need_to_modify,0,2
spare,"When it comes to leadership, What is your style?",bank,All Positions,general,need_to_modify,0,2
spare,Describe an ideal workplace for you.,bank,All Positions,general,need_to_modify,0,2
